filename,full_path,file_type,detected_document_type,reason_not_processed,password_attempted,password_success,text_extracted,structured_rows_extracted,missing_required_fields,recommended_next_action,confidence,status
SEPA List salaries (2).pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenfebruar2025.zip::SEPA List salaries (2).pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjanuar2024.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (2).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjanuar2024.zip::Abstimmliste (DE - SEPA, Langform) (2).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Juli_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025.zip::Lohnauswertungen_Juli_2025.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025.zip::Salaries.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025.zip::Seizures.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Health Security.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025.zip::Health Security.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmai2025.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmai2025.zip::SEPA-List seizures.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmai2025.zip::SEPA-List salaries.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmrz2024.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (4).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmrz2024.zip::Abstimmliste (DE - SEPA, Langform) (4).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmrz2025.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmrz2025.zip::SEPA List salaries.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmrz2025.zip::SEPA List seizures.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List health security.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmrz2025.zip::SEPA List health security.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
image.png,00_INBOX - Входящи - Eingang/Accounting/KKH.eml::image.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240405_165730.jpg,00_INBOX - Входящи - Eingang/Accounting/kkh.zip::20240405_165730.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240405_165739.jpg,00_INBOX - Входящи - Eingang/Accounting/kkh.zip::20240405_165739.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll082024.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/payroll082024.zip::Abstimmliste (DE - SEPA, Langform) (1).pdf",.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll102024.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA - Pfändungen.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll102024.zip::SEPA - Pfändungen.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA - Health insurances.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll102024.zip::SEPA - Health insurances.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA - payroll.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll102024.zip::SEPA - payroll.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Pay Roll 12.2023.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll12_2023.zip::Pay Roll 12.2023.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/payroll12_2023.zip::Abstimmliste (DE - SEPA, Langform) (1).pdf",.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
IMG-20240531-WA0002.jpeg,00_INBOX - Входящи - Eingang/Accounting/petyastefanova.zip::IMG-20240531-WA0002.jpeg,.jpeg,,Unsupported file type: .jpeg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
IMG-20240531-WA0000.jpeg,00_INBOX - Входящи - Eingang/Accounting/petyastefanova.zip::IMG-20240531-WA0000.jpeg,.jpeg,,Unsupported file type: .jpeg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
IMG-20240531-WA0004.jpeg,00_INBOX - Входящи - Eingang/Accounting/petyastefanova.zip::IMG-20240531-WA0004.jpeg,.jpeg,,Unsupported file type: .jpeg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
IMG-20240531-WA0006.jpeg,00_INBOX - Входящи - Eingang/Accounting/petyastefanova.zip::IMG-20240531-WA0006.jpeg,.jpeg,,Unsupported file type: .jpeg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Screenshot_20250127_102323_Gmail.jpg,00_INBOX - Входящи - Eingang/Accounting/PQ.eml::Screenshot_20250127_102323_Gmail.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250123_111809.jpg,00_INBOX - Входящи - Eingang/Accounting/reaokplus.zip::20250123_111809.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250123_111709.jpg,00_INBOX - Входящи - Eingang/Accounting/reaokplus.zip::20250123_111709.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250123_111818.jpg,00_INBOX - Входящи - Eingang/Accounting/reaokplus.zip::20250123_111818.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250123_111813.jpg,00_INBOX - Входящи - Eingang/Accounting/reaokplus.zip::20250123_111813.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_März_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/testpayrollandworkinghours.zip::Lohnauswertungen_März_2025.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,00_INBOX - Входящи - Eingang/Accounting/testpayslip.zip::10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 01-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 01-2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 02-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 02-2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 03-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 03-2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 04-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 04-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 04-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 04-2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 05-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 05-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 06-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 06-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 07-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 07-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 08-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 08-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 09-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 09-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 10-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 10-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 11-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 11-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Entgeltabrechnungen 12-2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::8. Lohnabrechnungen aller Mitarbeiter.zip::8. Lohnabrechnungen aller Mitarbeiter/Entgeltabrechnungen 12-2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
